,tweet_id,type,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,statement,tweet_coord,tweet_created,tweet_location,user_timezone
18,569939494465462272,negative,Delta,,TheRealOx,,0,any info on why flight from sju to jfk is already delayed hour,,2015-02-23 11:18:59 -0800,,Eastern Time (US & Canada)
19,569958224968982528,negative,American,,Rizzilient,,0,i have tried no le than time today to get in touch with your service desk beginning at est i am having no luck help,,2015-02-23 12:33:24 -0800,,
20,568361346464497664,negative,US Airways,,TomFutureforall,,0,new problemhad wrong last name on reservation which is airway fixed new can not get through tsa,,2015-02-19 02:47:59 -0800,,
21,568126682336534529,neutral,Southwest,,DoctorFox007,,0,any possible chance of swa bringing back service between lga bwi it would make it much easier to connect to the west coast,,2015-02-18 11:15:31 -0800,"ÜT: 40.819919,-73.864869",Eastern Time (US & Canada)
22,568883826333777920,negative,US Airways,,chrisseifert83,,0,who run the show at the airport have a boarding pas say u airway and i have to wait in american line yousuck,,2015-02-20 13:24:08 -0800,"Stamford, Ct",Eastern Time (US & Canada)
23,570055700790931456,negative,United,,JeffPKirkland,,0,computer are down but you stopped giving update and took my flight info off the app that is just ridiculous keep people updated,,2015-02-23 19:00:44 -0800,Oregon,Pacific Time (US & Canada)
24,568804026789138433,positive,United,,jonatzzValdez,,0,good fly united businessfirst,"[29.98445184, -95.33224657]",2015-02-20 08:07:02 -0800,Mexico,Central Time (US & Canada)
25,567925054853496832,neutral,United,,MusseZam,,0,i am flying from msp to dxb my child will turn during the trip do i have to buy a return ticket for my child,,2015-02-17 21:54:19 -0800,,
26,568434301496381441,negative,Delta,,Old_bauer,,0,love cancelled flightling ticket and not telling their customer flyunited,,2015-02-19 07:37:53 -0800,,Eastern Time (US & Canada)
27,570083397873373184,negative,United,,KeenanPam,,0,in ord waited min after crew member left before gate item came flight attendant sarcastically said good luck and walked away,,2015-02-23 20:50:48 -0800,,
28,568585356586586113,positive,Southwest,,Salem_Eways,,0,jason at gate in san made my afternoon southwestairlines stellarservice thanks,,2015-02-19 17:38:07 -0800,,
29,570022265343123456,positive,American,,MarkMan23,,0,everything for sorted out thanks for the help excited to get home tonight,,2015-02-23 16:47:53 -0800,"San Diego, CA",Pacific Time (US & Canada)
30,569658725016809472,negative,American,,U2Ken,,0,understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day,,2015-02-22 16:43:18 -0800,Tucson,Pacific Time (US & Canada)
31,567737653118779392,positive,Southwest,,StarkTTT,,0,and thanks,,2015-02-17 09:29:39 -0800,Château d'If,Central Time (US & Canada)
32,569098396914421763,negative,United,,NicoleRoundy,,0,it is been booked into first class with curbside delivery hour from now i am counting on it teamusa,,2015-02-21 03:36:45 -0800,"Park City, UT",Mountain Time (US & Canada)
33,568801701378928641,positive,Delta,,mariobonifacio,,0,oh that totally look on par with s admiral club any way you can slide u a couple pass,,2015-02-20 07:57:48 -0800,New York,Eastern Time (US & Canada)
34,569917117576949760,negative,American,,ricmarias,,0,we have official complaint signed by americanairlines lima supervisor customer relation pls compensate the hour delay,,2015-02-23 09:50:04 -0800,,Madrid
35,570065109961322496,negative,Delta,,DarthVada_R2D2,,0,but the hour policy when i called and they said i did not report it soon enough what would have changed if i had noticed sooner,,2015-02-23 19:38:08 -0800,,Atlantic Time (Canada)
36,569625953602834433,negative,United,,iamchriswoody,,0,the most frustrating flying experience one continuous i dunno what time you will leave today dunno that is code for,,2015-02-22 14:33:05 -0800,Richmond Virginia ,Eastern Time (US & Canada)
37,569242798953594880,negative,Southwest,,inspiration4ppl,,0,hi i just got a message that part of my flight is cancelled flightled i can not rebook online and nobody answer my phone call help me,,2015-02-21 13:10:33 -0800,"명동서식 37.56638,126.984994",Seoul
38,567722330340986880,negative,Southwest,,ClaudddiaVS,,0,i need update on my flight amp i have been on hold for over hour,"[30.35571967, -87.27675562]",2015-02-17 08:28:45 -0800,"Northridge, CA",Pacific Time (US & Canada)
39,569863183961165826,neutral,US Airways,,BSmithwood,,0,i am supposed to fly through dallas can you help me get a new itinerary,,2015-02-23 06:15:45 -0800,"Boston, MA",
40,570269633778855936,negative,American,,rqualls,,0,so you fail again flight to rdu sitting waiting on flight attendant your logistics are not good,,2015-02-24 09:10:50 -0800,,
41,569808684252942336,positive,United,,Steinberg1,,0,i am impressed with your super fast reply to,"[20.0615871, 110.18390431]",2015-02-23 02:39:11 -0800,Beijing,Beijing
42,569336252597731329,negative,United,,Colettod,,0,no i do not spoke with baggage contact at number said they will try to get bag to stay at iad for pick up tmrw,,2015-02-21 19:21:55 -0800,"Ottawa, ON",Eastern Time (US & Canada)
43,569917765676601344,negative,US Airways,,jonbrownmusic,,0,who intentionally buy a flight with a hour layover and what kind of airline would charge to fix it wow usairways,,2015-02-23 09:52:38 -0800,New Orleans,
44,567765679764697089,negative,Southwest,,OnyxMediagroup1,,0,do you do auto callback so i do not have to wait on hold,,2015-02-17 11:21:01 -0800,USA,Eastern Time (US & Canada)
45,569271561481531392,neutral,United,,BekeAbe,,0,can i get your service desk at iad,,2015-02-21 15:04:51 -0800,Gooner,Eastern Time (US & Canada)
46,570231750959329280,positive,Delta,,eatgregeat,,0,your blue helped bring out the color of my eye and i promise i did not eat all the free snack,"[34.02764112, -118.49636416]",2015-02-24 06:40:18 -0800,,Eastern Time (US & Canada)
47,568462177415372801,positive,United,,DeltaBravo33,,0,yes y from on instagram,,2015-02-19 09:28:39 -0800,France,
48,568193698284118016,negative,Delta,,djh11375,,0,i did not report the updated info do not know how to reach them without a super long wait on hold at your main number,,2015-02-18 15:41:48 -0800,"Forest Hills, NY",Eastern Time (US & Canada)
49,568542018760286209,neutral,Delta,,royalsherman,,0,i want to enter the family pooling contest it say by on the website can i please enter still,,2015-02-19 14:45:54 -0800,,
50,568633911959363586,neutral,US Airways,,syfialkoff,,0,and that you can choose the same seat for free after clicking button,,2015-02-19 20:51:03 -0800,,
51,570101817041747968,negative,United,,kbleggett,,0,plus what about food and taxi,,2015-02-23 22:03:59 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
52,569356553977012225,negative,US Airways,,PhilHagen,,0,hrmin right now any end in sight,,2015-02-21 20:42:35 -0800,"Lewes, DE, USA",Eastern Time (US & Canada)
53,569875430951542784,negative,Southwest,,ChrisSaysThis,,0,you are really going to let and get the best of you http tco vudwjmlyb,,2015-02-23 07:04:25 -0800,"Boston, MA",Eastern Time (US & Canada)
54,569436595746684929,negative,US Airways,,drewdenker,,0,claim flight cancelled flighted due to weather at destination but delta ha not cancelled flighted flight on same route,,2015-02-22 02:00:38 -0800,,
55,569239947061927938,positive,Delta,,CamiCorreaBal,,0,thanks so much for help u you r amazing,,2015-02-21 12:59:14 -0800,,Bogota
56,569852965315584000,negative,American,,bartellpeter,,0,haha i did they said it wa not their fault somehow you guy r a joke,,2015-02-23 05:35:08 -0800,,
57,569818121302896640,negative,American,,BiancaFernet,,0,your customer service is inferior to that of a nationalized third world nation airline get it together,,2015-02-23 03:16:41 -0800,,
58,569660166959865856,negative,American,,joerago,,0,why doe your iphone app not have any sort of notification option,,2015-02-22 16:49:02 -0800,"Chicago, IL",Central Time (US & Canada)
59,569907141596864514,positive,United,,D_WaYnE_01,,0,thank you,,2015-02-23 09:10:25 -0800,,
60,569917869296758784,negative,American,,Rozzinbags5,,0,i have been trying to reach your customer service for two day i have received zero response never traveling aa again,,2015-02-23 09:53:03 -0800,,
61,567767744356294656,negative,United,,thodge77,,0,flight agent now wandered off pilot came out looking for her went to charge her personal phone which she would been txting on,,2015-02-17 11:29:13 -0800,Memphis,Central Time (US & Canada)
62,568964974611193858,negative,United,,Snow4meErika,,2,first you lost all my bag now you cancelled flight my flight home min wait to talk to somebody poorservice notgoodenough,,2015-02-20 18:46:35 -0800,,
63,568238793150611457,negative,Southwest,,aryehmon,,0,sat on a plane for hr on then we finally took off,,2015-02-18 18:41:00 -0800,,
64,568214091229224960,neutral,Delta,,hill43,,0,anywhere http tco fefhpmfple,,2015-02-18 17:02:50 -0800,Evanston Illinois,
65,568139144515313664,negative,US Airways,,BigDavew2k,,0,i have to spend more than the cost of the flight just to get a free room and transportation to and from the airport,,2015-02-18 12:05:02 -0800,,
66,569933882662916096,neutral,Southwest,,sasc1,,0,understand the weather these kid need to get home nice kid doing volunteer work from a ri high school please help,,2015-02-23 10:56:41 -0800,RI,Eastern Time (US & Canada)
67,569683872046194688,neutral,American,,Travelingwellfl,,0,my friend need some help on her flt she is not on twiiter can i dm you her info,,2015-02-22 18:23:13 -0800,"San Diego, CA",Pacific Time (US & Canada)
68,569754550187352064,negative,American,,kris_bailey,,0,my mom flight tomorrow cancelled flighted w no notice phone system said callback in hour and it been i need to go to bed,,2015-02-22 23:04:04 -0800,"San Francisco, CA",Pacific Time (US & Canada)
69,570087510941962241,negative,American,,H00SIERB0Y,,0,flight veers off icy runway at most dfw flight cancelled flighted mon http tco qpownuv figure right,,2015-02-23 21:07:08 -0800,,Arizona
70,567788423352950784,neutral,United,,VisionRoij,,0,could you tell me if this bag would be accepted a a personal item can i bring one carry on bag plus this http tco uczplhl,,2015-02-17 12:51:23 -0800,The Netherlands,Amsterdam
71,569364927191719937,negative,United,,_BenHoffman_,,0,yo you need a new website really badly this day and age,,2015-02-21 21:15:51 -0800,"Venice, CA",Central Time (US & Canada)
72,569165654848204800,positive,Southwest,,JohnDePetroshow,,0,what a great first night destinationdragons http tco nlrfouay,,2015-02-21 08:04:01 -0800,"Rhode Island ,Mass,CT",Eastern Time (US & Canada)
73,567777100112101376,positive,US Airways,,davidniu7,,0,right on up up amp away,,2015-02-17 12:06:24 -0800,"Philadelphia, PA",Quito
74,569769708569767936,negative,United,,eryder,,0,now about two dozen back in line to see a single csr for reflight booking problem final leg kiosk on fritz,,2015-02-23 00:04:18 -0800,"Lexington, Ky",Eastern Time (US & Canada)
75,568480654347935745,negative,Delta,,mattjay_son,,0,why would you charge money to transfer point to someone,"[0.0, 0.0]",2015-02-19 10:42:04 -0800,"Los Angeles, CA",Arizona
76,568117268254568448,neutral,US Airways,,natedunn,,0,is it possible to earn dividend mile for a passenger that is not me even if i am purchasing the ticket,,2015-02-18 10:38:06 -0800,"Phoenix, AZ",Pacific Time (US & Canada)
77,569947151339429889,positive,Delta,,iii_am_mee,,0,lmfaooo our fleet on fleek http tco grnmyuqe,,2015-02-23 11:49:24 -0800,Friend Zone ,Quito
78,570255224155348992,neutral,US Airways,,oliviahaymond,,0,is there a phone line to call into that is not being affected by bad weather trying to book a vacation here,,2015-02-24 08:13:34 -0800,"Tampa, Florida",Eastern Time (US & Canada)
79,569718904131420161,negative,American,,wadekoehler,,0,i have never seen such incompetency from a gate agent in year of business travel dfw b gate agent need training or new job,,2015-02-22 20:42:26 -0800,"Bloomington, IL",Central Time (US & Canada)
80,569533159475277825,negative,US Airways,,tjvandy,,0,f denhx impressive lack of concern by hr late flight flight attndt wrecking havoc on customer travel smugsmirk norush,,2015-02-22 08:24:21 -0800,colorado,Central Time (US & Canada)
81,570285578563891200,neutral,United,,BK_TheBri,,0,have client with an hr layover at iah during the day will they have to claim amp recheck luggage or will it be taken care of,,2015-02-24 10:14:11 -0800,"Portland, OR",
82,568473140654788609,negative,United,,souleyoga,,0,even so change could not be made online instructed to call an agent maybe the syastem should allow agent link passenger,,2015-02-19 10:12:13 -0800,"iPhone: 40.773155,-73.872490",Eastern Time (US & Canada)
83,568246093856641024,negative,United,,Atrain_8,,3,you can not claim weather with your hardworking crew pulling seat out of a plane do the right thing but we both know you will not,,2015-02-18 19:10:00 -0800,,
84,569890213570457600,positive,American,,Kaha58,,0,finally called can not get met seattle so refund will be processed thanks,,2015-02-23 08:03:09 -0800,Florida,Quito
85,567750428595871745,neutral,United,,rdahlstrom99,,0,just played the most bizarre safety video i have ever seen http tco hlmoksxl,,2015-02-17 10:20:25 -0800,"ÜT: 40.635407,-73.991869",
86,568149287948967936,neutral,Southwest,,alexandrea_h,,0,i am not sure i did the messaging part right please let me know if you received it,"[27.9344812, -82.47401175]",2015-02-18 12:45:20 -0800,"tampa, fl",Eastern Time (US & Canada)
87,568962547891736576,neutral,Southwest,,Landon_ChaseTx,,0,booked the th save me an emergency exit got to stretch out,,2015-02-20 18:36:56 -0800,FORT WORTH TEXAS! ,Central Time (US & Canada)
88,567727026313101315,negative,Southwest,,RichieGlod,,0,do you not try to get customer to their destination no help to get on another airline if you had no flight for day,,2015-02-17 08:47:25 -0800,,
89,568773939754889216,neutral,Delta,,NickMarvalous,,0,no did not catch his name i am sure jason will know,,2015-02-20 06:07:29 -0800,,
90,570042796624777216,negative,US Airways,,chuckbaker5,,1,yet another delay missed connectionand your customer service ha an attitude with me wow,,2015-02-23 18:09:28 -0800,,
91,568144060248170496,negative,US Airways,,Kizzinator,,0,no access to dividend mile and for a week the automated phone keep telling me to call back late flightr frustrated livepersonplease,,2015-02-18 12:24:34 -0800,Boston,Eastern Time (US & Canada)
92,569993952469880832,neutral,United,,MisterDJW,,0,when will direct flight from belfast intl to newark resume from their winter break thanks,,2015-02-23 14:55:22 -0800,,
93,568592520659267584,neutral,United,,jnay777,,0,lgjwb i voluntarily rerouted st leg of journey wa in economy and wa supposed to be b re agent said she would reserve it for me,,2015-02-19 18:06:35 -0800,,
94,567778721474822145,negative,Southwest,,wicon81,,0,nashville airport ha runway open it appears southwest is only airline cancelled flighting flight is this likely to change,,2015-02-17 12:12:50 -0800,Nashville,Mountain Time (US & Canada)
95,569881062169567232,negative,US Airways,,_Leycar,,0,no my flight plan have been delayed until tuesday due to your computer crash,,2015-02-23 07:26:47 -0800,,Eastern Time (US & Canada)
96,568465058264698880,positive,Southwest,,MinderJoan,,1,this is unbelievable thank you so much destinationdragons,,2015-02-19 09:40:06 -0800,,Eastern Time (US & Canada)
97,569739044004823040,negative,United,,BeyondStatusQuo,,0,big surprise nogate waiting for our plane same fucken issue everything i fly you fail worstairlineever,,2015-02-22 22:02:27 -0800,Los Angeles ,Pacific Time (US & Canada)
98,569418351295926273,negative,US Airways,,KieranMahan,,0,tough night two minute call on hold delayed here in phoenix for two day because of one aircraft not ready not acceptable,,2015-02-22 00:48:08 -0800,,
99,570236138603950080,negative,United,,Evan_Flay,,0,but it is hard to stay upset at someone when they at least try to show remorse,"[29.98340611, -95.33682231]",2015-02-24 06:57:44 -0800,Seattle,Pacific Time (US & Canada)
100,569522354008805376,negative,United,,goldsteinmlg,,0,min on hold trying to book award flight because site error out agent ask for my pin to see platinum availability badbadbad,,2015-02-22 07:41:25 -0800,,
101,569493018081947649,negative,US Airways,,NatureNerdness,,0,min on hold drove hour to get my delayed bag i just want to pick it up at sju,,2015-02-22 05:44:50 -0800,,
102,569496068255195137,neutral,US Airways,,Hayden_Ehlich,,0,how do i reserve my seat on the aa flight i transfer to from ord to evv,,2015-02-22 05:56:58 -0800,Blue Ridge High School,Atlantic Time (Canada)
103,568771007529398272,neutral,United,,AlMehairiAUH,,0,to start xdaily erj flight from chicago to evansville on jun avgeek,,2015-02-20 05:55:50 -0800,Abu Dhabi,Abu Dhabi
104,569026124484706304,negative,United,,dtcurtbrown,,0,flight from chicago to houston over hour and no pretzel or peanut seriously about passed out,,2015-02-20 22:49:34 -0800,,
105,570038991527002112,positive,United,,NonYourBusines9,,0,i left my comment with customer care thanks for contacting me,,2015-02-23 17:54:21 -0800,,
106,569032643548811264,positive,United,,cindykane,,0,they held the plane made it,"[33.94238375, -118.39906416]",2015-02-20 23:15:28 -0800,Massachusetts,Eastern Time (US & Canada)
107,570287747643998208,negative,American,,jacquelinewins6,,0,that is okyou may keep my and lose my bag with no info but you no longer have my trust bad way to handle this,,2015-02-24 10:22:49 -0800,,
108,567845726220357632,neutral,Virgin America,,josiebarosie,,0,is that thestarter,,2015-02-17 16:39:05 -0800,Cork.Ireland,
109,567766269810581505,positive,Delta,,OBF_Walt,,0,learning about your awesome twitter management today in my social medium marketing class keep up the good work,,2015-02-17 11:23:21 -0800,,
110,569683974748033026,negative,American,,kerryonpr,,0,dropping the ball again no catering plane switch no gate attendant hour late flight really nice,,2015-02-22 18:23:38 -0800,,Alaska
111,570284054605639683,negative,American,,chagaga2013,,0,good care of their customer if anything happen to then take you for getting me back to nyc screw you,"[40.69017276, -73.91646118]",2015-02-24 10:08:08 -0800,new york city,Central Time (US & Canada)
112,570298285350629376,neutral,American,,ThisIsKari,,0,i do not think you should help him at all based on his behavior the voucher and cot seem like enough lol,,2015-02-24 11:04:41 -0800,"Dallas, TX",Central Time (US & Canada)
113,568918820632403969,negative,United,,iamawarplane,,1,i think problem resolution should be decided on your end especially if you would like me to continue flying your airline,,2015-02-20 15:43:11 -0800,"Austin, Texas",
114,568463569458741248,negative,US Airways,,RPM044,,0,i have been on hold for min and counting because you charged my credit card for bag but provided no receipt and said error awful,,2015-02-19 09:34:11 -0800,,
115,568201465958772736,positive,United,,taylreduarte,,0,great looking forward to your response to my dm then,,2015-02-18 16:12:40 -0800,"New York, NY",Eastern Time (US & Canada)
116,569192902922006528,negative,United,,halestorm62,,0,it is my st birthday and my sister is coming to celebrate but her flight keep cancelled flighting plz do all you can to get her here,,2015-02-21 09:52:17 -0800,,Quito
117,569575780864241664,negative,US Airways,,theKDaubert,,0,ur employee named van ticket counter in philadelphia extremely rude a father trying to get home to sick kid missed flight,,2015-02-22 11:13:43 -0800,PR: 1stlady@theimagecartel.com,Pacific Time (US & Canada)
118,568992290833899520,negative,Southwest,,dreverose,,0,horrible experience ever with airlinehave to reconsider any future flight customer service http tco eczhcmmvi,,2015-02-20 20:35:08 -0800,HOUSTON ,Eastern Time (US & Canada)
119,569978298765344769,negative,American,,Rpavesio,,0,for tomorrow some site show flight from ewr cancelled flightled is it,,2015-02-23 13:53:10 -0800,NYC,
120,569737603617943552,negative,Virgin America,,KindofLuke,,0,i like the customer service but a min delay just for connecting passenger seems too long va,,2015-02-22 21:56:44 -0800,,
121,568910590921609216,positive,Virgin America,,MaverickGamersX,,0,cutest salt and pepper shaker ever just when i think you guy can not get any better you just do http tco vckeulgj,,2015-02-20 15:10:29 -0800,Follow/Retweet for giveaways!,
122,569946012988669954,negative,American,,mcconnell_km,,0,unbelievable that i can not even wait on hold to speak to a human being to resolve my issue the system simply hang up,,2015-02-23 11:44:53 -0800,Chicago!,Central Time (US & Canada)
123,570282555057909760,positive,American,,alicizzle,,0,continues to win i have never missed a flight before but a nice little quiet gate change made it possible sheesh,,2015-02-24 10:02:11 -0800,MiniApple(s),
124,570287589216751616,neutral,US Airways,,AshleyKAtherton,,0,we even offered to fly in to another airport and they said they could not do that no explanation why they can not,,2015-02-24 10:22:11 -0800,,Central Time (US & Canada)
125,567768450471587840,negative,US Airways,,rkasold,,0,the phone number the gate gave me doe not work either what is your customer service phone number,,2015-02-17 11:32:01 -0800,,Eastern Time (US & Canada)
126,570308513181904901,neutral,Delta,,Oneladyyouadore,,0,flight to savannah ga,,2015-02-24 11:45:20 -0800,Georgia,Quito
127,570137359787827201,negative,American,,TinaHovsepian,,0,yes but you are still human i hope dealing with all the horror story people share i complained to dot everyone should,,2015-02-24 00:25:13 -0800,North Hollywood,
128,569533875308916736,negative,Delta,,emptynester25,,0,they are now being sent off the plane doe anyone at jetblue have a clue,,2015-02-22 08:27:11 -0800,,
129,568222976744824832,neutral,Southwest,,alana_aro,,0,do you have all winner for destinationdragons,,2015-02-18 17:38:09 -0800,,
130,569722907187752960,negative,United,,PopsCutrona,,1,quick serious question any resource rating showing the quality of service is better than th place http tco dewithpew,,2015-02-22 20:58:20 -0800,"San Francisco, Ca",Pacific Time (US & Canada)
131,569484085397057536,negative,United,,sap_geek,,0,can you not get the first flight of the day off the ground on time let u go,,2015-02-22 05:09:21 -0800,,
132,567721738155622401,neutral,Southwest,,momof43s,,0,mobile boarding pass now available in io passbook http tco xmrvrlgeg http tco wjocfsu,"[38.56979708, -75.1096009]",2015-02-17 08:26:24 -0800,,Eastern Time (US & Canada)
133,569172793608278016,negative,Southwest,,Ben_Klamka,,0,i am stuck in fort lauderdale,,2015-02-21 08:32:23 -0800,musician and music enthusiast,
134,569230445654740992,neutral,Delta,,BernardLeCroix,,0,i clear that folder regularly and jetblue is white listed so it never got to me,,2015-02-21 12:21:28 -0800,"Providence, RI",Eastern Time (US & Canada)
135,568433759919452160,positive,United,,BurgerFreshh,,0,keep the flight cheap and early on time and you are good flew and cancelled flightled my flight time last month united gt,,2015-02-19 07:35:44 -0800,"Houston, Tx & Old Bridge, NJ ",Eastern Time (US & Canada)
136,569905884425383936,negative,Delta,,TimothySays,,0,i believe it is irina on the flip side super disappointed that eatup cafe is not available on this bos gt sfo flight today,,2015-02-23 09:05:25 -0800,"Burlington, MA",Eastern Time (US & Canada)
137,568022411783888896,negative,US Airways,,RealcornerboyT,,0,that is the flight i wa placed on after original flight to charlotte wa cancelled flightled now is on hr delay,,2015-02-18 04:21:10 -0800,Any Martin Luther St.,
138,568210512405790720,negative,US Airways,,mma718,,0,the captain turned off the seat belt sign so people can get up and walk around that is not good,,2015-02-18 16:48:37 -0800,"Queens, New York",
139,570019785788022785,negative,United,,goodenufmother,,0,now what http tco hpsqvrjk flight wa gone when i got off plane businesstravel goodenoughmother,,2015-02-23 16:38:02 -0800,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
140,569589959088173056,negative,American,,yourlama,,0,call me chairman or call me emerald after what you did today to me you can call me a former customer,"[32.9070889, -97.03785947]",2015-02-22 12:10:03 -0800,,
141,569303932691984384,negative,Delta,,MaliceDavericks,,0,we saw one he wa a useless a the tsa agent who inspected my shoe,,2015-02-21 17:13:29 -0800,"Rochester, NY",
142,569873019499192320,neutral,United,,ScottBerry18,,0,thank you for your response,,2015-02-23 06:54:50 -0800,"Albuquerque, New Mexico",Arizona
143,569617808885096448,negative,American,,ejacqui,,1,no one received text alert automated call anything either literally no information a to what wa happening,,2015-02-22 14:00:43 -0800,Chicago,Central Time (US & Canada)
144,568794464749264896,positive,US Airways,,MHCone,,0,made it send bloody mary to row,,2015-02-20 07:29:02 -0800,"QueenCity, USA ",
145,570056648137576449,negative,United,,kevinaom,,0,gate change two delay even the crew think the airline suck,,2015-02-23 19:04:30 -0800,Michigan,Eastern Time (US & Canada)
146,570110280635588608,positive,US Airways,,mydulcebella,,0,thank you for your empathy there is more to this story than just the luggage but thank you for reaching out,,2015-02-23 22:37:37 -0800,Pennsylvania,Eastern Time (US & Canada)
147,569836232999612417,positive,Delta,,globalwriter1,,0,thanks jb actually a a birder i love them too they just need to be outside it should not be too hard to trap and move them,,2015-02-23 04:28:39 -0800,"40.41,-73.19",Eastern Time (US & Canada)
148,567831160978677760,negative,US Airways,,LisaWilsonDaly,,0,flt clt to day supposed to depart the till no crew schedule contact the pilot,,2015-02-17 15:41:13 -0800,"Centerville, Ohio",Atlantic Time (Canada)
149,568177152924860416,neutral,Delta,,JetBlueNews,,0,to allow payment by apple pay patriarc http tco bduauzfhw,,2015-02-18 14:36:04 -0800,USA,Sydney
150,568951922734055424,negative,United,,leigh_emery,,0,and now your rep just hung up on me after over min on hold because i asked for a supervisor i am furious right now,,2015-02-20 17:54:43 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
151,569691521454223361,negative,American,,cjdjpdx,,0,no you are not you are trying to book me past when i need arrive but you are still selling seat on the day i am trying travel,,2015-02-22 18:53:37 -0800,"Portland, Orygun",America/Los_Angeles
152,569585747503611905,negative,US Airways,,sejaffe,,0,seriously with all the service issue you are having right now this is what you decide to tweet unbelievable,,2015-02-22 11:53:19 -0800,,
153,570123136542224384,neutral,American,,Steponme,,0,will do i also passed the website around to other passenger,,2015-02-23 23:28:42 -0800,"Moore, OK & Woodway, TX",Central Time (US & Canada)
154,567686845903826947,neutral,United,,AsianAdidasGirl,,0,clicked on the link and got this confused http tco xmaqcucwzl,"[30.09009009, -95.64621813]",2015-02-17 06:07:45 -0800,Houston,Central Time (US & Canada)
155,570090452809949184,neutral,American,,uneek1908,,0,well we cleared custom in auh i need to get to iah after i arrive in dfw is it possible to retrieve my luggage in iad,,2015-02-23 21:18:50 -0800,The Great State of TEXAS,Central Time (US & Canada)
156,570013108070014976,negative,Southwest,,JamesRoseFox4,,0,taylor you got to love swa responsiveness at the least huh,,2015-02-23 16:11:29 -0800,Dallas Fort Worth,Hawaii
